key,child_driv,age,children,yoj,income,house_val,status,gender,edu_level,job,distance,car_use,vehicle_val,vehicle_type,clm_freq,revoked,mvr_pts,claim_amount,vehicle_age,claim_ind,area,state_code
1724,0,26,0,14,142257,23556,z_No,Mal,Masters,,76,Commercial,22550,Panel Truck,2,No,3,308,12,0,Highly Urban/ Urban,Nordrhein-Westfalen
1725,0,57,0,13,173541,592454,Yes,Mal,Bachelors,Professional,87,Commercial,30110,Panel Truck,2,No,2,253,15,0,z_Highly Rural/ Rural,Berlin
1726,0,11,1,3,,,z_No,Mal,<High School,Student,77,Private,17830,Van,4,No,10,317,6,0,z_Highly Rural/ Rural,Bayern
1727,0,70,0,11,33160,490778,Yes,Mal,z_High School,Clerical,58,Private,16030,Minivan,2,No,2,254,9,0,Highly Urban/ Urban,Bayern
1728,1,47,2,3,560,244247,Yes,Fem,z_High School,Home Maker,84,Private,14840,unknown,3,No,7,7084,3,1,z_Highly Rural/ Rural,Berlin
1729,0,79,0,15,1238,816277,Yes,Fem,z_High School,Student,103,Private,1530,Sports Car,2,No,5,5395,10,1,Highly Urban/ Urban,Sachsen
1730,0,38,1,5,51882,453453,z_No,Fem,Bachelors,Teacher,60,Commercial,9750,unknown,4,No,6,2690,11,1,Highly Urban/ Urban,Nordrhein-Westfalen
1731,0,30,0,10,47207,316240,z_No,Fem,Bachelors,Professional,103,Private,10720,unknown,0,Yes,2,284,,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1732,0,62,0,15,22023,623835,Yes,Fem,Bachelors,Clerical,87,Commercial,20730,Pickup,4,No,3,3718,8,1,Highly Urban/ Urban,Bayern
1733,0,60,0,13,67602,399807,z_No,Mal,z_High School,Teacher,73,Commercial,15570,Minivan,2,No,0,224,8,0,Highly Urban/ Urban,Bayern
1734,0,45,1,17,10659,354470,Yes,Fem,<High School,Clerical,84,Private,18120,Minivan,1,No,3,5694,9,1,Highly Urban/ Urban,Brandenburg
1735,0,46,0,13,92612,76557,z_No,Fem,Masters,Manager,89,Private,25290,unknown,1,No,2,261,19,0,Highly Urban/ Urban,Bayern
1736,0,58,0,12,202728,359229,z_No,Fem,Masters,Manager,82,Private,31780,Minivan,2,No,2,265,21,0,Highly Urban/ Urban,Nordrhein-Westfalen
1737,0,47,1,11,40899,249647,z_No,Mal,Bachelors,Teacher,86,Commercial,22200,Van,0,No,5,4624,10,1,Highly Urban/ Urban,Berlin
1738,0,56,0,12,113841,435786,z_No,Mal,PhD,Nurse,60,Private,17950,Van,0,No,2,364,12,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1739,0,33,0,16,114346,328356,Yes,Fem,Masters,Professional,81,Private,21070,unknown,2,No,4,322,15,0,Highly Urban/ Urban,Bayern
1740,0,68,0,17,,94224,z_No,Mal,z_High School,Manager,53,Commercial,11980,Pickup,2,No,6,369,10,0,Highly Urban/ Urban,Nordrhein-Westfalen
1741,2,60,3,17,76461,273887,Yes,Mal,Bachelors,Manager,61,Private,15380,Minivan,4,No,3,327,12,0,Highly Urban/ Urban,Hessen
1742,0,46,0,15,5676,539444,Yes,Mal,z_High School,Student,90,Private,6410,Pickup,2,Yes,1,23667,3,1,Highly Urban/ Urban,Bayern
1743,0,83,0,15,57699,619236,Yes,Fem,z_High School,Clerical,77,Private,19540,Minivan,2,No,3,302,3,0,Highly Urban/ Urban,Hessen
1744,0,71,0,18,66605,342277,z_No,Mal,Bachelors,Professional,87,Commercial,24630,Panel Truck,2,No,2,279,10,0,Highly Urban/ Urban,Thueringen
1745,0,66,0,3,960,488787,z_No,Mal,z_High School,Student,73,Commercial,25020,Minivan,3,Yes,7,9056,9,1,Highly Urban/ Urban,Hessen
1746,0,64,0,15,119995,550413,Yes,Fem,PhD,Doctor,57,Private,19200,Minivan,0,No,4,324,16,0,Highly Urban/ Urban,Bayern
1747,0,72,0,15,75871,465462,Yes,Fem,Masters,Nurse,91,Private,20960,unknown,2,No,0,358,16,0,Highly Urban/ Urban,Hessen
1748,0,28,1,11,78679,524121,z_No,Fem,z_High School,Teacher,84,Commercial,9250,unknown,2,No,4,4863,3,1,Highly Urban/ Urban,Berlin
1749,0,60,0,16,,156680,z_No,Mal,<High School,Clerical,85,Private,9650,Pickup,3,No,7,291,6,0,Highly Urban/ Urban,Bayern
1750,2,58,3,7,48500,411530,Yes,Fem,z_High School,Teacher,68,Commercial,18860,unknown,1,Yes,6,253,7,0,Highly Urban/ Urban,Bayern
1751,0,90,0,16,58273,889239,z_No,Mal,PhD,Nurse,97,Private,14880,Minivan,2,No,1,351,16,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1752,0,57,0,18,129629,828377,Yes,Mal,PhD,,80,Commercial,22860,Panel Truck,0,No,2,350,18,0,Highly Urban/ Urban,Bayern
1753,0,53,2,20,20588,292730,Yes,Fem,<High School,Teacher,87,Private,7800,unknown,2,No,5,347,3,0,Highly Urban/ Urban,Thueringen
1754,0,61,0,14,68817,455652,z_No,Fem,Masters,Professional,50,Private,21130,Sports Car,5,No,4,287,20,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1755,0,59,0,14,24542,,z_No,Fem,<High School,Clerical,102,Private,8960,unknown,2,No,2,280,3,0,Highly Urban/ Urban,Nordrhein-Westfalen
1756,0,63,0,16,83131,617226,Yes,Mal,Masters,Nurse,90,Private,15720,Minivan,2,No,2,4914,15,1,Highly Urban/ Urban,Thueringen
1757,0,25,1,16,89947,507451,z_No,Fem,Bachelors,Manager,87,Private,29220,Minivan,3,No,6,363,12,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1758,0,61,0,15,58272,,Yes,Mal,Masters,Nurse,69,Private,7270,Pickup,2,No,1,1703,21,1,Highly Urban/ Urban,Nordrhein-Westfalen
1759,0,35,1,13,94726,288561,z_No,Fem,Bachelors,Teacher,83,Commercial,13620,Minivan,0,No,0,288,,0,Highly Urban/ Urban,Nordrhein-Westfalen
1760,0,62,0,5,97114,129558,z_No,Fem,PhD,,66,Commercial,25080,Pickup,0,No,4,383,18,0,Highly Urban/ Urban,Bayern
1761,0,56,0,12,51909,445022,z_No,Fem,Bachelors,Clerical,69,Private,10790,unknown,0,No,2,318,11,0,Highly Urban/ Urban,Bayern
1762,0,50,2,,1360,359229,z_No,Fem,Bachelors,Student,73,Commercial,4700,unknown,3,No,0,5335,13,1,Highly Urban/ Urban,Sachsen-Anhalt
1763,0,54,2,3,960,278065,Yes,Mal,<High School,Home Maker,79,Commercial,16920,Van,3,No,4,2467,3,1,Highly Urban/ Urban,Thueringen
1764,0,55,0,9,60487,641901,z_No,Fem,Masters,,69,Commercial,19410,Pickup,0,Yes,0,7109,13,1,Highly Urban/ Urban,Hessen
1765,0,92,0,16,101955,330626,Yes,Mal,PhD,Nurse,73,Private,14040,unknown,0,No,8,309,19,0,Highly Urban/ Urban,Bayern
1766,0,70,0,13,132591,595463,Yes,Fem,PhD,Nurse,69,Private,14580,unknown,2,No,2,269,14,0,Highly Urban/ Urban,Bayern
1767,0,58,0,10,56922,577122,z_No,Mal,Bachelors,Clerical,66,Private,6400,Pickup,2,No,1,271,11,0,z_Highly Rural/ Rural,Bayern
1768,0,43,1,14,55315,358106,Yes,Mal,z_High School,Teacher,94,Commercial,5900,Pickup,2,No,4,244,3,0,z_Highly Rural/ Rural,Bayern
1769,0,51,0,14,44614,279432,Yes,Fem,Bachelors,Teacher,83,Commercial,11590,Sports Car,6,No,0,3742,13,1,Highly Urban/ Urban,Bayern
1770,0,46,0,3,960,310960,Yes,Mal,z_High School,Student,158,Commercial,7820,Pickup,2,No,2,238,12,0,z_Highly Rural/ Rural,Bayern
1771,2,51,2,14,16798,212380,Yes,Mal,<High School,Clerical,78,Private,6820,Pickup,6,No,2,1823,3,1,Highly Urban/ Urban,Hessen
1772,0,61,0,,82253,755816,Yes,Mal,Bachelors,Manager,96,Private,14630,Minivan,5,No,4,295,11,0,Highly Urban/ Urban,Bayern
1773,0,48,3,19,16849,566896,Yes,Fem,<High School,Home Maker,91,Commercial,30050,Pickup,1,Yes,1,8261,11,1,Highly Urban/ Urban,Berlin
1774,0,56,3,,41466,222574,z_No,Mal,z_High School,Teacher,91,Commercial,25140,Panel Truck,2,No,5,262,10,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
1775,0,61,0,14,177265,529651,z_No,Mal,PhD,Doctor,81,Private,10950,Minivan,2,Yes,2,370,19,0,Highly Urban/ Urban,Rheinland-Pfalz
1776,0,31,0,,48498,260980,z_No,Mal,z_High School,Teacher,98,Commercial,29840,Minivan,2,No,4,234,9,0,Highly Urban/ Urban,Hessen
1777,0,50,0,15,74624,164892,z_No,Fem,Bachelors,Teacher,88,Commercial,15110,unknown,2,No,4,221,15,0,z_Highly Rural/ Rural,Bayern
1778,0,16,2,16,20315,113262,Yes,Fem,Masters,Professional,84,Private,6440,unknown,0,No,2,313,11,0,Highly Urban/ Urban,Hessen
1779,0,44,0,12,74462,627691,z_No,Mal,z_High School,Teacher,88,Commercial,13270,Minivan,2,No,9,2069,8,1,Highly Urban/ Urban,Bayern
1780,0,62,0,12,70243,384339,Yes,Fem,<High School,Teacher,95,Private,7000,Sports Car,1,No,4,282,8,0,Highly Urban/ Urban,Brandenburg
1781,0,74,1,18,68623,399172,Yes,Mal,Bachelors,Professional,90,Private,12620,unknown,4,Yes,3,4554,3,1,Highly Urban/ Urban,Bayern
1782,0,55,0,14,79489,,Yes,Fem,z_High School,Teacher,93,Commercial,23710,Sports Car,0,No,0,287,10,0,z_Highly Rural/ Rural,Bayern
1783,0,34,1,15,68736,275135,Yes,Fem,z_High School,Teacher,64,Commercial,22450,Pickup,2,No,2,287,3,0,Highly Urban/ Urban,Brandenburg
1784,0,50,0,10,19133,353641,Yes,Fem,<High School,Clerical,81,Private,17440,unknown,2,No,0,370,3,0,Highly Urban/ Urban,Bayern
1785,0,69,0,14,132879,623021,Yes,Fem,Bachelors,Teacher,72,Commercial,19580,unknown,0,No,0,285,8,0,Highly Urban/ Urban,Hessen
1786,0,51,0,16,90210,276783,z_No,Mal,Bachelors,Professional,99,Private,15720,Minivan,2,No,0,372,13,0,Highly Urban/ Urban,Hessen
1787,0,42,0,16,67705,106002,z_No,Mal,Masters,Professional,61,Commercial,20420,Van,4,No,0,263,15,0,Highly Urban/ Urban,Bayern
1788,1,49,1,,,400932,Yes,Fem,Bachelors,Professional,56,Private,15480,unknown,3,No,2,322,14,0,z_Highly Rural/ Rural,Berlin
1789,0,32,3,19,66202,257806,Yes,Fem,Bachelors,Clerical,96,Private,1500,Sports Car,0,Yes,3,273,8,0,z_Highly Rural/ Rural,Hessen
1790,0,57,0,14,90434,694902,z_No,Mal,PhD,,56,Commercial,26450,Panel Truck,2,No,2,245,18,0,Highly Urban/ Urban,Bayern
1791,0,43,0,3,960,229219,Yes,Fem,<High School,Home Maker,74,Private,6100,unknown,0,No,2,8701,6,1,Highly Urban/ Urban,Sachsen-Anhalt
1792,0,72,0,15,219665,135447,z_No,Mal,PhD,,92,Commercial,28370,Panel Truck,2,No,8,361,17,0,Highly Urban/ Urban,Hessen
1793,0,28,4,12,46614,213813,z_No,Mal,z_High School,Teacher,77,Commercial,23270,Minivan,3,No,5,19299,11,1,Highly Urban/ Urban,Nordrhein-Westfalen
1794,0,40,1,12,22275,564535,Yes,Fem,<High School,Clerical,110,Private,12940,Sports Car,0,No,4,321,3,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
1795,0,57,0,14,120526,399217,Yes,Fem,PhD,Doctor,94,Private,18500,unknown,0,No,5,351,19,0,Highly Urban/ Urban,Thueringen
1796,0,50,0,12,5020,270894,z_No,Mal,<High School,Student,70,Private,9170,Pickup,2,No,2,322,3,0,Highly Urban/ Urban,Hessen
1797,0,49,2,15,118066,414975,Yes,Mal,Masters,,52,Commercial,16490,Van,0,No,4,268,18,0,Highly Urban/ Urban,Bayern
1798,1,64,1,13,132009,535899,z_No,Fem,Masters,,63,Commercial,31080,Van,5,No,4,3681,13,1,Highly Urban/ Urban,Bayern
1799,0,66,0,14,37305,288561,z_No,Mal,z_High School,Teacher,90,Private,13940,Minivan,0,No,3,298,,0,Highly Urban/ Urban,Brandenburg
1800,0,65,0,15,83129,424720,Yes,Mal,z_High School,Teacher,71,Private,14950,Minivan,0,No,2,251,10,0,z_Highly Rural/ Rural,Bayern
1801,0,53,0,15,45947,522082,Yes,Fem,Masters,Nurse,83,Private,6040,unknown,0,No,0,342,15,0,Highly Urban/ Urban,Thueringen
1802,0,38,0,16,8123,335673,z_No,Mal,z_High School,Student,95,Commercial,6580,Pickup,2,No,3,2428,11,1,Highly Urban/ Urban,Brandenburg
1803,0,62,0,10,20669,694549,Yes,Fem,<High School,Clerical,77,Private,16310,unknown,5,No,2,366,3,0,Highly Urban/ Urban,Bayern
1804,0,64,0,14,80954,100113,z_No,Mal,Masters,Manager,74,Commercial,20660,Van,5,No,7,8224,,1,Highly Urban/ Urban,Bayern
1805,0,55,0,15,258188,1141655,Yes,Mal,PhD,Doctor,85,Private,35650,Minivan,2,No,2,338,18,0,Highly Urban/ Urban,Bayern
1806,0,48,0,8,29111,363971,z_No,Fem,z_High School,Home Maker,90,Private,7860,Sports Car,3,No,5,318,3,0,Highly Urban/ Urban,Bayern
1807,0,55,0,13,33100,223991,Yes,Fem,Masters,Nurse,93,Private,21250,Minivan,0,No,4,353,13,0,Highly Urban/ Urban,Brandenburg
1808,0,56,0,15,104609,1053695,z_No,Mal,Masters,,51,Commercial,23140,Panel Truck,2,No,4,226,15,0,Highly Urban/ Urban,Bayern
1809,0,35,0,14,27380,236818,Yes,Mal,z_High School,Clerical,115,Private,14730,Minivan,0,No,4,358,3,0,z_Highly Rural/ Rural,Bayern
1810,0,68,1,18,68046,318952,Yes,Fem,Masters,Nurse,62,Private,19660,unknown,3,No,7,242,16,0,Highly Urban/ Urban,Bayern
1811,0,67,0,17,36198,524212,Yes,Fem,PhD,Doctor,79,Private,10460,unknown,0,No,2,250,12,0,Highly Urban/ Urban,Bayern
1812,0,75,0,,33167,494845,z_No,Mal,z_High School,Professional,76,Private,23360,Minivan,0,No,0,5461,,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
1813,0,68,0,17,122648,837536,Yes,Fem,Masters,Nurse,108,Private,14340,Sports Car,0,No,0,306,9,0,z_Highly Rural/ Rural,Thueringen
1814,0,74,0,11,84131,775700,Yes,Fem,Bachelors,Professional,72,Private,24160,Minivan,2,No,0,309,7,0,Highly Urban/ Urban,Bayern
1815,0,53,0,15,39135,250816,Yes,Fem,<High School,Teacher,89,Private,26340,unknown,0,Yes,0,244,3,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1816,0,67,0,14,,382785,z_No,Mal,PhD,Manager,80,Commercial,23320,Panel Truck,2,No,5,281,10,0,Highly Urban/ Urban,Rheinland-Pfalz
1817,0,49,0,16,69643,,z_No,Fem,Bachelors,Teacher,84,Commercial,27200,Minivan,0,No,6,258,16,0,z_Highly Rural/ Rural,Bayern
1818,0,48,0,9,64067,284122,Yes,Mal,z_High School,Teacher,67,Commercial,17630,Minivan,2,No,0,267,12,0,Highly Urban/ Urban,Bayern
1819,0,71,0,11,74563,1044410,Yes,Mal,z_High School,Teacher,74,Commercial,31780,Panel Truck,2,No,2,340,12,0,z_Highly Rural/ Rural,Bayern
1820,2,60,2,17,72924,260626,Yes,Fem,z_High School,Home Maker,102,Private,21680,unknown,0,No,7,310,3,0,z_Highly Rural/ Rural,Bayern
1821,0,51,0,15,53752,237029,Yes,Mal,z_High School,Teacher,74,Commercial,10980,Pickup,0,No,2,4170,10,1,Highly Urban/ Urban,Bayern
1822,0,40,3,18,138857,412550,Yes,Fem,Bachelors,Teacher,66,Commercial,19090,Pickup,2,Yes,12,5971,14,1,Highly Urban/ Urban,Bayern
1823,0,64,0,19,28216,,Yes,Fem,z_High School,Home Maker,78,Private,15540,unknown,0,No,4,373,11,0,Highly Urban/ Urban,Bayern
1824,0,57,0,10,133240,447541,Yes,Fem,Masters,Nurse,78,Private,27590,Sports Car,2,No,2,6861,16,1,Highly Urban/ Urban,Nordrhein-Westfalen
1825,0,41,4,17,31464,188448,z_No,Mal,<High School,Clerical,78,Private,7850,Pickup,0,No,0,6284,,1,Highly Urban/ Urban,Hessen
1826,0,53,0,15,129934,386565,Yes,Fem,Masters,Nurse,99,Private,28690,Pickup,0,No,6,259,,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1827,2,56,2,14,110918,415567,Yes,Mal,Bachelors,Professional,58,Commercial,26630,Panel Truck,5,No,3,290,,0,Highly Urban/ Urban,Bayern
1828,0,58,0,14,,223782,z_No,Fem,<High School,Clerical,79,Private,11890,Sports Car,2,No,0,244,3,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1829,3,79,0,10,152999,672441,Yes,Fem,PhD,Doctor,99,Private,20000,Minivan,2,No,4,337,15,0,Highly Urban/ Urban,Bayern
1830,0,47,0,17,97103,940597,Yes,Mal,Bachelors,Teacher,85,Commercial,16010,Minivan,2,No,5,377,14,0,z_Highly Rural/ Rural,Bayern
1831,0,14,1,15,17912,442592,z_No,Fem,<High School,Teacher,54,Private,9250,unknown,2,No,2,1423,8,1,Highly Urban/ Urban,Bayern
1832,1,55,3,14,18185,,Yes,Mal,<High School,Clerical,86,Private,20700,Van,2,No,4,283,3,0,Highly Urban/ Urban,Hessen
1833,0,40,2,19,39887,556503,Yes,Mal,z_High School,Teacher,72,Commercial,15940,Minivan,1,Yes,2,3222,3,1,Highly Urban/ Urban,Thueringen
1834,0,58,0,14,174786,495687,Yes,Fem,Masters,Nurse,64,Private,18840,Minivan,2,No,5,334,10,0,Highly Urban/ Urban,Bayern
1835,0,50,0,15,109019,400452,z_No,Mal,Bachelors,Professional,74,Commercial,22070,Van,0,No,2,4310,13,1,Highly Urban/ Urban,Bayern
1836,0,55,0,14,60051,420416,z_No,Fem,Masters,Nurse,50,Private,12670,Minivan,3,No,3,4679,17,1,Highly Urban/ Urban,Thueringen
1837,0,64,0,12,79043,276783,z_No,Mal,Masters,,77,Commercial,19310,Van,3,No,2,5098,3,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
1838,0,51,3,18,67419,462260,z_No,Mal,Bachelors,Teacher,74,Private,12420,Minivan,2,No,3,393,12,0,Highly Urban/ Urban,Bayern
1839,0,58,0,13,46446,236529,Yes,Mal,Bachelors,Clerical,84,Private,11110,Pickup,2,No,0,266,16,0,Highly Urban/ Urban,Bayern
1840,1,34,2,18,68335,,z_No,Fem,Masters,Manager,79,Private,13820,unknown,2,No,2,319,10,0,Highly Urban/ Urban,Thueringen
1841,1,46,2,19,41543,254030,Yes,Fem,<High School,Teacher,50,Private,33960,Sports Car,4,No,9,535,3,1,Highly Urban/ Urban,Bayern
1842,0,56,0,16,56092,893131,Yes,Mal,z_High School,Professional,71,Commercial,24010,Panel Truck,4,No,1,307,3,0,Highly Urban/ Urban,Bayern
1843,0,53,0,16,126563,710078,Yes,Fem,Masters,Nurse,67,Private,18160,unknown,2,No,0,377,19,0,Highly Urban/ Urban,Bayern
1844,0,77,0,4,56712,229671,z_No,Mal,Masters,Nurse,86,Private,7030,Pickup,4,No,6,241,15,0,Highly Urban/ Urban,Bayern
1845,0,48,1,3,560,371007,Yes,Mal,<High School,Student,63,Private,4600,Pickup,3,No,3,251,3,0,Highly Urban/ Urban,Sachsen-Anhalt
1846,2,55,3,3,960,53001,Yes,Fem,Bachelors,Student,103,Private,11880,unknown,0,No,4,306,11,0,z_Highly Rural/ Rural,Bayern
1847,0,71,1,16,58533,237034,z_No,Mal,Masters,Professional,71,Commercial,12100,Pickup,3,No,8,286,17,0,Highly Urban/ Urban,Thueringen
1848,0,57,0,11,76174,430253,Yes,Mal,Masters,Manager,80,Private,13660,Minivan,2,No,5,4201,16,1,Highly Urban/ Urban,Bayern
1849,0,47,0,18,56326,733851,Yes,Mal,Bachelors,Teacher,63,Commercial,23900,Panel Truck,1,No,4,355,3,0,Highly Urban/ Urban,Hessen
1850,1,59,1,16,40816,210027,Yes,Fem,Bachelors,Professional,81,Private,18940,unknown,0,No,2,281,,0,Highly Urban/ Urban,Bayern
1851,0,79,0,14,44516,302526,Yes,Mal,<High School,Teacher,85,Private,11600,Pickup,2,No,3,322,3,0,z_Highly Rural/ Rural,Sachsen
1852,0,83,0,17,,320074,Yes,Fem,Masters,Nurse,90,Private,13350,Sports Car,3,Yes,7,5566,11,1,Highly Urban/ Urban,Bayern
1853,0,69,0,12,40049,336456,Yes,Mal,z_High School,Clerical,80,Private,12730,Minivan,2,No,4,349,8,0,Highly Urban/ Urban,Bayern
1854,1,67,0,18,59499,300293,Yes,Fem,Masters,Nurse,93,Private,30260,Minivan,2,Yes,5,250,15,0,Highly Urban/ Urban,Nordrhein-Westfalen
1855,0,47,0,13,38329,412230,z_No,Fem,<High School,Clerical,69,Private,15070,unknown,3,No,11,363,7,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1856,0,66,2,15,,910600,Yes,Mal,Bachelors,Teacher,91,Commercial,19610,Van,5,No,5,5888,13,1,Highly Urban/ Urban,Bayern
1857,0,57,0,7,,153114,z_No,Mal,z_High School,Professional,87,Private,13830,Minivan,3,No,0,3656,3,1,Highly Urban/ Urban,Bayern
1858,0,47,0,13,17588,206125,z_No,Mal,<High School,Clerical,80,Commercial,5300,Pickup,2,No,2,219,9,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
1859,2,70,0,3,960,296183,z_No,Fem,Bachelors,Home Maker,95,Private,10250,unknown,2,No,4,167,9,0,z_Highly Rural/ Rural,Sachsen-Anhalt
1860,1,68,1,17,,284547,Yes,Fem,Bachelors,Teacher,85,Commercial,12370,unknown,3,No,6,345,10,0,Highly Urban/ Urban,Bayern
1861,1,57,0,16,47530,11778,z_No,Fem,Masters,Nurse,104,Private,35990,Minivan,2,No,2,1802,19,1,Highly Urban/ Urban,Berlin
1862,0,54,0,15,33238,933736,Yes,Fem,Bachelors,Professional,75,Private,5300,unknown,2,No,2,292,10,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1863,1,62,0,15,133860,656320,Yes,Mal,Masters,Manager,82,Private,16840,Van,2,No,2,450,20,0,Highly Urban/ Urban,Bayern
1864,0,57,0,14,,319624,Yes,Fem,Masters,Nurse,61,Private,15250,Minivan,2,No,0,277,18,0,Highly Urban/ Urban,Bayern
1865,0,9,4,16,62711,211664,Yes,Fem,PhD,,95,Private,10620,Minivan,2,No,2,281,14,0,Highly Urban/ Urban,Rheinland-Pfalz
1866,0,45,1,3,560,488787,Yes,Fem,<High School,Student,79,Private,4100,unknown,3,No,4,226,9,0,Highly Urban/ Urban,Hessen
1867,0,49,1,14,103339,823647,Yes,Mal,Masters,,91,Commercial,24510,Panel Truck,0,No,0,274,19,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1868,0,52,0,17,30224,229671,z_No,Mal,PhD,Doctor,64,Private,1500,Minivan,2,No,4,328,22,0,Highly Urban/ Urban,Bayern
1869,0,42,0,13,54874,374583,z_No,Mal,z_High School,Clerical,67,Commercial,27620,Panel Truck,2,No,2,2470,8,1,Highly Urban/ Urban,Nordrhein-Westfalen
1870,0,65,0,15,73097,41223,z_No,Mal,Bachelors,Teacher,123,Commercial,6800,Pickup,2,No,4,306,3,0,Highly Urban/ Urban,Bayern
1871,0,48,2,17,60849,417428,Yes,Fem,Masters,,90,Private,11100,unknown,2,No,8,398,16,0,Highly Urban/ Urban,Bayern
1872,0,73,0,17,,123669,z_No,Fem,<High School,Clerical,70,Private,6830,unknown,2,No,2,297,7,0,Highly Urban/ Urban,Berlin
1873,0,68,0,16,114863,511140,Yes,Fem,Masters,Nurse,96,Private,22030,Minivan,0,No,6,379,22,0,z_Highly Rural/ Rural,Thueringen
1874,0,24,4,3,560,318006,Yes,Mal,z_High School,Student,90,Commercial,4400,Minivan,0,Yes,1,3486,3,1,Highly Urban/ Urban,Bayern
1875,0,56,0,12,60205,654344,z_No,Mal,Bachelors,Manager,69,Private,20410,Minivan,3,No,4,344,14,0,Highly Urban/ Urban,Bayern
1876,1,46,0,18,42203,414486,Yes,Fem,Masters,Manager,90,Private,1500,unknown,4,No,0,300,17,0,Highly Urban/ Urban,Thueringen
1877,0,48,0,13,22374,287203,Yes,Fem,<High School,Teacher,91,Commercial,16390,Minivan,2,No,0,328,8,0,z_Highly Rural/ Rural,Bayern
1878,0,68,0,,168320,35334,z_No,Mal,PhD,,68,Commercial,22980,Panel Truck,0,No,0,309,19,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1879,0,40,0,14,61405,872912,Yes,Fem,z_High School,Manager,75,Private,11540,Minivan,2,No,7,226,3,0,Highly Urban/ Urban,Bayern
1880,0,56,0,14,179424,893910,z_No,Fem,Masters,Nurse,88,Private,5900,unknown,0,No,2,324,17,0,Highly Urban/ Urban,Thueringen
1881,1,53,2,19,37446,169625,Yes,Fem,z_High School,Clerical,92,Private,13130,Sports Car,0,No,4,336,11,0,z_Highly Rural/ Rural,Nordrhein-Westfalen
1882,0,46,2,17,55024,595981,Yes,Fem,Bachelors,Professional,52,Private,5300,Sports Car,2,No,5,324,9,0,Highly Urban/ Urban,Brandenburg
1883,0,34,1,15,34581,591730,Yes,Fem,z_High School,Clerical,97,Private,20890,Minivan,0,No,2,345,8,0,z_Highly Rural/ Rural,Bayern
1884,1,57,1,10,8473,200226,Yes,Fem,<High School,Student,73,Private,9850,unknown,2,Yes,4,270,7,0,Highly Urban/ Urban,Bayern
1885,0,61,0,16,117057,631016,Yes,Mal,Bachelors,Professional,55,Commercial,28870,Panel Truck,3,Yes,2,269,7,0,Highly Urban/ Urban,Thueringen
1886,0,74,0,18,101668,357177,Yes,Mal,Masters,Nurse,81,Private,13430,Minivan,2,Yes,0,269,16,0,Highly Urban/ Urban,Thueringen
1887,0,13,4,15,58808,123669,z_No,Mal,PhD,,70,Private,21760,Minivan,3,Yes,6,4567,19,1,Highly Urban/ Urban,Thueringen
1888,0,41,2,,48446,471602,Yes,Fem,Bachelors,Professional,119,Private,21300,unknown,2,No,1,345,12,0,Highly Urban/ Urban,Bayern
1889,0,36,1,14,78130,314843,Yes,Fem,Masters,,84,Private,9220,unknown,3,No,3,369,18,0,Highly Urban/ Urban,Thueringen
1890,0,72,0,16,43136,182559,Yes,Mal,z_High School,Student,83,Commercial,9360,Pickup,2,No,2,246,7,0,z_Highly Rural/ Rural,Bayern
1891,0,52,2,19,27087,456286,Yes,Fem,z_High School,Clerical,87,Private,23690,Minivan,3,No,10,1427,3,1,Highly Urban/ Urban,Bayern
1892,0,51,0,5,35032,449423,Yes,Mal,<High School,Clerical,83,Commercial,27420,Panel Truck,3,No,0,228,8,0,Highly Urban/ Urban,Bayern
1893,1,53,2,16,36153,307705,Yes,Fem,z_High School,Teacher,76,Commercial,12820,unknown,0,No,2,267,3,0,z_Highly Rural/ Rural,Bayern
1894,0,54,0,14,44611,287481,Yes,Fem,z_High School,Clerical,70,Private,15250,unknown,5,No,6,8623,3,1,Highly Urban/ Urban,Bayern
1895,0,69,0,3,960,129558,Yes,Fem,z_High School,Student,54,Commercial,7300,unknown,0,Yes,4,5439,3,1,Highly Urban/ Urban,Nordrhein-Westfalen
1896,1,41,2,16,59923,244100,Yes,Mal,Masters,Nurse,109,Private,18780,Van,0,No,2,196,13,0,Highly Urban/ Urban,Bayern
1897,0,73,0,16,135420,359229,z_No,Fem,PhD,Manager,78,Private,7350,unknown,2,No,4,192,19,0,Highly Urban/ Urban,Bayern
1898,0,71,0,14,109277,626275,z_No,Mal,Bachelors,Professional,71,Commercial,25190,Panel Truck,4,No,4,268,15,0,Highly Urban/ Urban,Bayern
